url *;_;* path *;_;* pub_date *;_;* pub_sureness *;_;* mod_date *;_;* mod_sureness *;_;* google_date *;_;* hakia_date *;_;* ask_date *;_;* header_last_mod *;_;* header_date *;_;* down_date 
http://www.hartford-hwp.com/archives/63/099.html *;_;* data/evaluation/daterecognition/webpages/webpage_1294148477493.html *;_;* Tue, 22 Feb 2000 12:13:26 -0600 *;_;* false *;_;* Tue, 22 Feb 2000 12:13:26 -0600 *;_;* false *;_;* 2000-02-23 09:24:30 *;_;*  *;_;*  *;_;* Wed, 03 May 2006 12:29:40 GMT *;_;* Tue, 04 Jan 2011 13:41:25 GMT *;_;* 2011-01-04 13:41:17
http://tagout.org.nz/work/tag-out *;_;* data/evaluation/daterecognition/webpages/webpage_1292928647053.html *;_;*  *;_;* false *;_;* 30 Nov 2010 16:06:37 GMT *;_;* false *;_;*  *;_;*  *;_;*  *;_;* Mon, 20 Dec 2010 17:13:59 GMT *;_;* Tue, 21 Dec 2010 10:50:51 GMT *;_;* 2010-12-21 10:50:47
http://www.austinrenc.com/Austin_RENC/Home.html *;_;* data/evaluation/daterecognition/webpages/webpage_1294149351711.html *;_;*  *;_;* false *;_;* 15 Dec 2010 03:48:38 GMT *;_;* false *;_;*  *;_;*  *;_;*  *;_;* Wed, 15 Dec 2010 03:48:38 GMT *;_;* Tue, 04 Jan 2011 13:55:59 GMT *;_;* 2011-01-04 13:55:51
http://factory-automation.blogspot.com/2009_06_01_archive.html#date14 *;_;* data/evaluation/daterecognition/webpages/webpage_1292928613273.html *;_;* 2009_06_01 *;_;* true *;_;* June 30, 2009 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Mon, 20 Dec 2010 16:22:20 GMT *;_;* Tue, 21 Dec 2010 10:50:17 GMT *;_;* 2010-12-21 10:50:13
http://www.numeral.com/articles/weinbren/pcpenguin.html *;_;* data/evaluation/daterecognition/webpages/webpage_1292927365813.html *;_;* Aug 03, 2002 *;_;* false *;_;* Aug 07, 2007 *;_;* false *;_;*  *;_;*  *;_;*  *;_;* Wed, 29 Nov 2006 05:00:00 GMT *;_;* Tue, 21 Dec 2010 10:29:30 GMT *;_;* 2010-12-21 10:29:25
http://www.qsilver.demon.co.uk/ *;_;* data/evaluation/daterecognition/webpages/webpage_1294163292546.html *;_;* 05 May 2003 16:39:45 GMT *;_;* true *;_;* 05 May 2003 16:39:45 GMT *;_;* true *;_;* 1998-03-01 *;_;*  *;_;* 1998-03-01 *;_;* Wed, 03 Jun 1998 22:59:32 GMT *;_;* Tue, 04 Jan 2011 17:48:20 GMT *;_;* 2011-01-04 17:48:12
http://www.advanced-television.com/2005/BBWFE2005/bbwfe_previews_x.html *;_;* data/evaluation/daterecognition/webpages/webpage_1292928392309.html *;_;*  *;_;* false *;_;*  15 Sep 2005 11:33:26 GMT *;_;* false *;_;*  *;_;*  *;_;*  *;_;* Thu, 15 Sep 2005 11:33:26 GMT *;_;* Tue, 21 Dec 2010 10:46:36 GMT *;_;* 2010-12-21 10:46:32
http://drupal.org/node/270963 *;_;* data/evaluation/daterecognition/webpages/webpage_1294148520341.html *;_;* June 16, 2008 *;_;* true *;_;* February 27, 2010 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Tue, 04 Jan 2011 13:41:56 +0000 *;_;* Tue, 04 Jan 2011 13:42:08 GMT *;_;* 2011-01-04 13:42:00
http://www.advisorone.com/article/fed-cuts-fed-rates-75-basis-points *;_;* data/evaluation/daterecognition/webpages/webpage_1294080393223.html *;_;* March 18, 2008 *;_;* true *;_;* March 18, 2008 *;_;* true *;_;* 2008-03-18 *;_;*  *;_;* 2008-03-18 *;_;* Mon, 03 Jan 2011 18:46:27 GMT *;_;* Mon, 03 Jan 2011 18:46:38 GMT *;_;* 2011-01-03 18:46:33
http://pdxgaming.blogspot.com/2006_04_01_archive.html *;_;* data/evaluation/daterecognition/webpages/webpage_1295903014587.html *;_;* April 01, 2006 *;_;* true *;_;* April 29, 2006 *;_;* true *;_;* 2006-04-01 *;_;*  *;_;*  *;_;* Thu, 20 Jan 2011 10:42:13 GMT *;_;* Mon, 24 Jan 2011 21:03:36 GMT *;_;* 2011-01-24 21:03:34
http://www.countryrisk.com/editorials/archives/000205.html *;_;* data/evaluation/daterecognition/webpages/webpage_1294150434448.html *;_;* June 22, 2004 *;_;* true *;_;* June 22, 2004 *;_;* true *;_;* 2004-06-22 *;_;*  *;_;*  *;_;* Wed, 03 Aug 2005 20:23:17 GMT *;_;* Tue, 04 Jan 2011 14:14:02 GMT *;_;* 2011-01-04 14:13:54
http://www.infowars.com/articles/bb/car_tracking_chips_track_license_plates.htm *;_;* data/evaluation/daterecognition/webpages/webpage_1295903003391.html *;_;* August 12, 2005 *;_;* true *;_;* August 12, 2005 *;_;* true *;_;* 2005-08-12 *;_;*  *;_;*  *;_;* Mon, 29 Nov 2010 04:12:24 GMT *;_;* Mon, 24 Jan 2011 21:03:25 GMT *;_;* 2011-01-24 21:03:23
http://financial.businessinsider.com/siliconalleymedia.clusterstock/news/read?GUID=15598043 *;_;* data/evaluation/daterecognition/webpages/webpage_1295903577632.html *;_;* November 16, 2010 *;_;* false *;_;* November 16, 2010 *;_;* false *;_;*  *;_;*  *;_;*  *;_;* Mon, 24 Jan 2011 21:12:02 GMT *;_;* Mon, 24 Jan 2011 21:12:02 GMT *;_;* 2011-01-24 21:12:57
http://alamo-girl.com/03158.htm *;_;* data/evaluation/daterecognition/webpages/webpage_1295903462472.html *;_;* 1/8/01 *;_;* true *;_;* 1/8/01 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Tue, 28 Oct 2008 18:18:24 GMT *;_;* Mon, 24 Jan 2011 21:11:18 GMT *;_;* 2011-01-24 21:11:02
http://www.christorchaos.com/PrepareYeTheWayForAntichristpartthree.html *;_;* data/evaluation/daterecognition/webpages/webpage_1294077323979.html *;_;* August 28, 2010 *;_;* true *;_;* August 28, 2010 *;_;* true *;_;* 2010-08-28 *;_;*  *;_;*  *;_;* Sat, 28 Aug 2010 16:09:22 GMT *;_;* Mon, 03 Jan 2011 17:55:28 GMT *;_;* 2011-01-03 17:55:23
http://www.lsuagcenter.com/news_archive/2007/february/headline_news/2007+Awards+Presented+To+Outstanding+Youngsters+Volunteer+For+Work+With+Livestock+Projects.htm *;_;* data/evaluation/daterecognition/webpages/webpage_1295902787935.html *;_;* 2/16/2007 1:32:33 PM *;_;* true *;_;* 2/16/2007 1:32:33 PM *;_;* true *;_;* 2007-02-17 *;_;*  *;_;*  *;_;* Mon, 30 Mar 2009 23:55:38 GMT *;_;* Mon, 24 Jan 2011 20:59:49 GMT *;_;* 2011-01-24 20:59:47
http://www.weau.com/home/headlines/103606404.html *;_;* data/evaluation/daterecognition/webpages/webpage_1295902345287.html *;_;* Sep 23, 2010 *;_;* true *;_;* Sep 25, 2010 *;_;* true *;_;* 2010-09-25 *;_;*  *;_;* 2010-09-25 *;_;* Mon, 24 Jan 2011 20:44:47 GMT *;_;* Mon, 24 Jan 2011 20:52:26 GMT *;_;* 2011-01-24 20:52:25
http://www.saucyman.com/2009_05_01_archive.html *;_;* data/evaluation/daterecognition/webpages/webpage_1295902606173.html *;_;* May 4, 2009 *;_;* true *;_;* May 29, 2009 *;_;* true *;_;* 2009-05-29 *;_;*  *;_;* 2009-05-29 *;_;* Fri, 21 Jan 2011 18:56:43 GMT *;_;* Mon, 24 Jan 2011 20:56:47 GMT *;_;* 2011-01-24 20:56:46
http://www.trinidadexpress.com/news/Spouses_As_Spies-107838509.html *;_;* data/evaluation/daterecognition/webpages/webpage_1292928020017.html *;_;* Nov 13, 2010 *;_;* true *;_;* Nov 13, 2010 *;_;* true *;_;* 2010-11-13 *;_;*  *;_;* 2010-11-13 *;_;* Tue, 21 Dec 2010 10:19:05 GMT *;_;* Tue, 21 Dec 2010 10:40:24 GMT *;_;* 2010-12-21 10:40:20
http://www.hard-light.net/forums/index.php?topic=65628.0 *;_;* data/evaluation/daterecognition/webpages/webpage_1294163589108.html *;_;* September 13, 2009, 08:29:27 *;_;* true *;_;* September 19, 2009, 05:41:18 *;_;* true *;_;* 2009-09-19 *;_;*  *;_;*  *;_;* Tue, 04 Jan 2011 17:53:17 GMT *;_;* Tue, 04 Jan 2011 17:53:17 GMT *;_;* 2011-01-04 17:53:09
http://www.stjohnscollegepark.com/april_18_2003.htm *;_;* data/evaluation/daterecognition/webpages/webpage_1294149407999.html *;_;* April 18, 2003 *;_;* true *;_;* April 18, 2003 *;_;* true *;_;* 2003-04-18 *;_;*  *;_;*  *;_;* Wed, 01 Oct 2008 05:04:11 GMT *;_;* Tue, 04 Jan 2011 13:56:54 GMT *;_;* 2011-01-04 13:56:47
http://www.healing-arts.org/mehl-madrona/mmtraditionalpaper.htm *;_;* data/evaluation/daterecognition/webpages/webpage_1292927119174.html *;_;* Jan 24, 2001 *;_;* false *;_;* Apr 14, 2008  *;_;* false *;_;*  *;_;*  *;_;*  *;_;* Thu, 03 Apr 2008 18:37:23 GMT *;_;* Tue, 21 Dec 2010 10:25:23 GMT *;_;* 2010-12-21 10:25:19
http://www.heartchoices.com/2008_09_01_archive.html *;_;* data/evaluation/daterecognition/webpages/webpage_1295903421848.html *;_;* September 1, 2008 *;_;* true *;_;* September 30, 2008 *;_;* true *;_;* 2008-09-30 *;_;*  *;_;*  *;_;* Mon, 24 Jan 2011 20:57:34 GMT *;_;* Mon, 24 Jan 2011 21:10:23 GMT *;_;* 2011-01-24 21:10:21
http://speleotrove.com/decimal/telco.html *;_;* data/evaluation/daterecognition/webpages/webpage_1295902099402.html *;_;* 2010.04.19 *;_;* true *;_;* 2010.04.19 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Mon, 19 Apr 2010 09:15:42 GMT *;_;* Mon, 24 Jan 2011 20:48:21 GMT *;_;* 2011-01-24 20:48:19
http://www.lionhrtpub.com/orms/orms-4-97/warfare.html *;_;* data/evaluation/daterecognition/webpages/webpage_1292928739089.html *;_;*  *;_;* false *;_;* 20 Oct 2000 21:12:04 GMT *;_;* false *;_;* 1997-04 *;_;*  *;_;*  *;_;* Fri, 20 Oct 2000 21:12:04 GMT *;_;* Tue, 21 Dec 2010 10:52:23 GMT *;_;* 2010-12-21 10:52:19
http://www.marvistavet.com/html/liver_tumors.html *;_;* data/evaluation/daterecognition/webpages/webpage_1294163417167.html *;_;* 2009-03-07 *;_;* true *;_;* 2009-03-07 *;_;* true *;_;* 2009-07-03 *;_;*  *;_;* 2009-07-03 *;_;* Sat, 04 Jul 2009 04:38:48 GMT *;_;* Tue, 04 Jan 2011 17:50:25 GMT *;_;* 2011-01-04 17:50:17
http://blogs.browardpalmbeach.com/pulp/2010/03/josephus_eggelletion_sentenced.php *;_;* data/evaluation/daterecognition/webpages/webpage_1295903072348.html *;_;* Mar. 12 2010 *;_;* true *;_;*  *;_;* false *;_;* 2010-03-12 *;_;*  *;_;* 2010-03-12 *;_;* Wed, 30 Jun 2010 14:58:30 GMT *;_;* Mon, 24 Jan 2011 21:04:31 GMT *;_;* 2011-01-24 21:04:32
http://www.rspo.org/?q=om/976 *;_;* data/evaluation/daterecognition/webpages/webpage_1295902142646.html *;_;* 27 January 2010 *;_;* true *;_;* 27 January 2010 *;_;* true *;_;* 2010-01-27 *;_;*  *;_;* 2010-01-27 *;_;* Mon, 24 Jan 2011 16:57:18 GMT *;_;* Mon, 24 Jan 2011 20:49:04 GMT *;_;* 2011-01-24 20:49:02
http://www.thirdworldtraveler.com/Zinn/Protesting_VPHUS.html *;_;* data/evaluation/daterecognition/webpages/webpage_1292927912295.html *;_;*  *;_;* false *;_;* 23 Dec 2004 05:13:21 GMT *;_;* false *;_;*  *;_;*  *;_;*  *;_;* Thu, 23 Dec 2004 05:13:21 GMT *;_;* Tue, 21 Dec 2010 10:38:36 GMT *;_;* 2010-12-21 10:38:32
http://www.freecoolarticles.com/FP31.htm *;_;* data/evaluation/daterecognition/webpages/webpage_1292927272038.html *;_;*  *;_;* false *;_;* 19 Jan 2009 05:50:26 GMT *;_;* false *;_;*  *;_;*  *;_;*  *;_;* Mon, 19 Jan 2009 05:50:26 GMT *;_;* Tue, 21 Dec 2010 10:27:56 GMT *;_;* 2010-12-21 10:27:52
http://www.soundpolitics.com/archives/004520.html *;_;* data/evaluation/daterecognition/webpages/webpage_1295902128191.html *;_;* May 30, 2005 *;_;* true *;_;* May 31, 2005 11:55 AM *;_;* true *;_;* 2005-05-30 *;_;*  *;_;* 2005-05-30 *;_;* Sat, 26 Sep 2009 01:55:20 GMT *;_;* Mon, 24 Jan 2011 20:29:24 GMT *;_;* 2011-01-24 20:48:48
http://joeorgren.com/aboutalectro.htm *;_;* data/evaluation/daterecognition/webpages/webpage_1294148982982.html *;_;* 22 Sep 2004 15:49:04 GMT *;_;* true *;_;* 22 Sep 2004 15:49:04 GMT *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Wed, 22 Sep 2004 15:49:04 GMT *;_;* Tue, 04 Jan 2011 13:49:50 GMT *;_;* 2011-01-04 13:49:42
http://makeanysense.blogspot.com/2009/06/monetizing-debt-clarification-in-terms.html *;_;* data/evaluation/daterecognition/webpages/webpage_1295902190212.html *;_;* June 17, 2009 *;_;* true *;_;* June 17, 2009 *;_;* true *;_;* 2009-06-17 *;_;*  *;_;*  *;_;* Thu, 06 Jan 2011 12:03:35 GMT *;_;* Mon, 24 Jan 2011 20:49:51 GMT *;_;* 2011-01-24 20:49:50
http://www.softwarefrontier.com/2007/06/testing-web-service-clients.html *;_;* data/evaluation/daterecognition/webpages/webpage_1294149084758.html *;_;* June 07, 2007 *;_;* true *;_;* 4/28/2008 01:53:00 AM *;_;* true *;_;* 2007-06-07 *;_;*  *;_;* 2007-06-07 *;_;* Mon, 28 Apr 2008 08:09:22 GMT *;_;* Tue, 04 Jan 2011 13:51:32 GMT *;_;* 2011-01-04 13:51:24
http://kerneltrap.org/node/7269/print *;_;* data/evaluation/daterecognition/webpages/webpage_1294148230165.html *;_;* October 30, 2006 *;_;* true *;_;* December 3, 2006 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Tue, 04 Jan 2011 13:37:08 GMT *;_;* Tue, 04 Jan 2011 13:37:18 GMT *;_;* 2011-01-04 13:37:10
http://www.cc.gatech.edu/gvu/lab/guide/facilities.html *;_;* data/evaluation/daterecognition/webpages/webpage_1294077309913.html *;_;*  *;_;* false *;_;* 21 Dec 1999 15:58:24 GMT *;_;* false *;_;*  *;_;*  *;_;*  *;_;* Mon, 03 Jan 2011 17:55:14 GMT *;_;* Mon, 03 Jan 2011 17:55:14 GMT *;_;* 2011-01-03 17:55:09
http://www.mafhoum.com/press10/302P2.htm *;_;* data/evaluation/daterecognition/webpages/webpage_1292928711596.html *;_;* June 28, 2007 *;_;* false *;_;* June 28, 2007 *;_;* false *;_;* 2007-05-31 *;_;*  *;_;*  *;_;* Fri, 22 Jun 2007 07:54:45 GMT *;_;* Tue, 21 Dec 2010 10:51:56 GMT *;_;* 2010-12-21 10:51:51
http://uganda.blogspirit.com/archive/2005/04/21/uganda_members_of_parliament_arrested.html *;_;* data/evaluation/daterecognition/webpages/webpage_1295903143602.html *;_;* April 21, 2005 *;_;* true *;_;* August 12, 2007 *;_;* true *;_;* 2005-04-21 *;_;*  *;_;* 2005-04-21 *;_;* Mon, 24 Jan 2011 19:54:46 GMT *;_;* Mon, 24 Jan 2011 21:05:45 GMT *;_;* 2011-01-24 21:05:43
http://www.returningheroeshome.org/archive/2007/05/14/home-and-mom-wounded-warriors *;_;* data/evaluation/daterecognition/webpages/webpage_1295902930295.html *;_;* May 14, 2007 *;_;* true *;_;* May 14, 2007 *;_;* true *;_;* 2007-05-14 *;_;*  *;_;*  *;_;* Mon, 24 Jan 2011 21:02:11 GMT *;_;* Mon, 24 Jan 2011 21:02:11 GMT *;_;* 2011-01-24 21:02:10
http://phandroid.com/2010/03/09/sex-disney-does-android-market-need-an-adult-category-nsfw/ *;_;* data/evaluation/daterecognition/webpages/webpage_1295902429630.html *;_;* March 9th, 2010 *;_;* true *;_;* June 15, 2010 *;_;* true *;_;* 2010-03-09 *;_;*  *;_;* 2010-03-09 *;_;* Thu, 20 Jan 2011 23:43:51 GMT *;_;* Mon, 24 Jan 2011 20:53:51 GMT *;_;* 2011-01-24 20:53:49
http://www.thebriefingroom.com/archives/parenting/index.html *;_;* data/evaluation/daterecognition/webpages/webpage_1292928155902.html *;_;* January 26, 2007 *;_;* true *;_;* November 27, 2007 *;_;* true *;_;* 2007-11-27 *;_;*  *;_;* 2007-11-27 *;_;* Mon, 16 Jun 2008 21:54:37 GMT *;_;* Tue, 21 Dec 2010 10:42:39 GMT *;_;* 2010-12-21 10:42:35
http://www.thezephyr.com/porter/farmers.htm *;_;* data/evaluation/daterecognition/webpages/webpage_1294163238398.html *;_;* February 27, 2002 *;_;* true *;_;* February 27, 2002 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Mon, 23 Dec 2002 21:49:34 GMT *;_;* Tue, 04 Jan 2011 17:47:26 GMT *;_;* 2011-01-04 17:47:18
http://digitaldaily.allthingsd.com/20100127/drum-roll-please-meet-apples-ipad/ *;_;* data/evaluation/daterecognition/webpages/webpage_1295902811794.html *;_;* January 27, 2010 *;_;* true *;_;*  *;_;* false *;_;* 2010-01-27 *;_;*  *;_;*  *;_;* Mon, 24 Jan 2011 21:00:02 +0000 *;_;* Mon, 24 Jan 2011 21:00:13 GMT *;_;* 2011-01-24 21:00:11
http://www.nakedcapitalism.com/2009/12/is-kleptocracy-a-relevant-term-for-discussion-about-the-origins-of-the-crisis.html *;_;* data/evaluation/daterecognition/webpages/webpage_1292927138667.html *;_;* December 23, 2009 *;_;* true *;_;* December 29, 2009 *;_;* true *;_;* 2009-12-23 *;_;*  *;_;* 2009-12-23 *;_;* Tue, 21 Dec 2010 04:42:00 -0500 *;_;* Tue, 21 Dec 2010 10:27:44 GMT *;_;* 2010-12-21 10:25:38
http://jeans-stuff.co.uk/pics/galleries/comm/data/food-japanese-make.html *;_;* data/evaluation/daterecognition/webpages/webpage_1294164216281.html *;_;* March 4, 2007 *;_;* true *;_;* May 16, 2007 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Sat, 17 Nov 2007 17:52:57 GMT *;_;* Tue, 04 Jan 2011 18:03:44 GMT *;_;* 2011-01-04 18:03:36
http://www.globalenvision.org/2008/07/31/charcoal-corruption-and-drcs-gorillas *;_;* data/evaluation/daterecognition/webpages/webpage_1295902300738.html *;_;* July 31, 2008 *;_;* true *;_;* 03/10/2009 *;_;* true *;_;* 2008-07-31 *;_;*  *;_;* 2008-07-31 *;_;* Mon, 24 Jan 2011 20:51:31 GMT *;_;* Mon, 24 Jan 2011 20:51:42 GMT *;_;* 2011-01-24 20:51:40
http://christonecipher-friends.blogspot.com/2010/08/teaching-toolbox-diagnosis-and.html *;_;* data/evaluation/daterecognition/webpages/webpage_1295903153844.html *;_;* August 20, 2010 *;_;* true *;_;* August 20, 2010 *;_;* true *;_;* 2010-08-20 *;_;*  *;_;* 2010-08-20 *;_;* Sat, 08 Jan 2011 03:33:00 GMT *;_;* Mon, 24 Jan 2011 21:05:55 GMT *;_;* 2011-01-24 21:05:53
http://naldzgraphics.net/giveaways/premium-wordpress-theme-giveaway-from-press75/ *;_;* data/evaluation/daterecognition/webpages/webpage_1295902914710.html *;_;* August 12th, 2010 *;_;* true *;_;* August 20th, 2010 *;_;* true *;_;* 2010-08-12 *;_;*  *;_;*  *;_;* Mon, 24 Jan 2011 19:56:52 GMT *;_;* Mon, 24 Jan 2011 21:01:56 GMT *;_;* 2011-01-24 21:01:54
http://bizzbangbuzz.blogspot.com/2007/07/legal-issues-in-internet-contracting.html *;_;* data/evaluation/daterecognition/webpages/webpage_1292928864373.html *;_;* 7/03/2007 *;_;* true *;_;* 7/03/2007 *;_;* true *;_;* 2007-07-03 *;_;*  *;_;*  *;_;* Thu, 11 Nov 2010 23:08:24 GMT *;_;* Tue, 21 Dec 2010 10:54:28 GMT *;_;* 2010-12-21 10:54:24
http://www.airpower.maxwell.af.mil/airchronicles/cc/schatz.html *;_;* data/evaluation/daterecognition/webpages/webpage_1295902822371.html *;_;* 10 July 00 *;_;* true *;_;* 10 July 00 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Tue, 09 Dec 2008 19:00:43 GMT *;_;* Mon, 24 Jan 2011 21:00:24 GMT *;_;* 2011-01-24 21:00:22
http://allafrica.com/stories/200909160235.html *;_;* data/evaluation/daterecognition/webpages/webpage_1295903307173.html *;_;* 15 September 2009 *;_;* true *;_;* Thu Sep 17 15:19:01 2009 *;_;* true *;_;* 2009-09-16 *;_;* 2009-09-16 14:48:00 *;_;*  *;_;* Mon, 24 Jan 2011 20:08:28 GMT *;_;* Mon, 24 Jan 2011 21:08:28 GMT *;_;* 2011-01-24 21:08:27
http://www.mt-online.com/component/content/article/76-january2007/174-leak-detection-the-science-and-the-art.html?directory=90 *;_;* data/evaluation/daterecognition/webpages/webpage_1294162681810.html *;_;* 01 January 2007 00:00 *;_;* true *;_;* 01 January 2007 00:00 *;_;* true *;_;* 2007-01-01 *;_;*  *;_;*  *;_;* Tue, 04 Jan 2011 17:38:10 GMT *;_;* Tue, 04 Jan 2011 17:38:09 GMT *;_;* 2011-01-04 17:38:01
http://connect2utah.com/news-story/?nxd_id=109925 *;_;* data/evaluation/daterecognition/webpages/webpage_1295902316369.html *;_;* September 24 2010 *;_;* true *;_;* 2010-09-25 14:34 *;_;* true *;_;* 2010-09-24 *;_;*  *;_;*  *;_;* Mon, 24 Jan 2011 20:51:57 GMT *;_;* Mon, 24 Jan 2011 20:51:57 GMT *;_;* 2011-01-24 20:51:56
http://www.contactmusic.com/news.nsf/story/more-financial-woes-for-spears_1066773 *;_;* data/evaluation/daterecognition/webpages/webpage_1295903248834.html *;_;* 24th April 2008 *;_;* true *;_;* 24th April 2008 *;_;* true *;_;* 2008-04-24 *;_;*  *;_;* 2008-04-24 *;_;* Mon, 15 Nov 2010 02:25:23 GMT *;_;* Mon, 24 Jan 2011 21:07:30 GMT *;_;* 2011-01-24 21:07:28
http://indianalawblog.com/archives/2010/11/index.html *;_;* data/evaluation/daterecognition/webpages/webpage_1292927830566.html *;_;* November 01, 2010 *;_;* true *;_;* November 30, 2010 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Wed, 01 Dec 2010 18:47:19 GMT *;_;* Tue, 21 Dec 2010 10:37:12 GMT *;_;* 2010-12-21 10:37:10
http://erietinet.blogspot.com/2003_02_01_erietinet_archive.html *;_;* data/evaluation/daterecognition/webpages/webpage_1294234681379.html *;_;* 02/01/2003 *;_;* true *;_;* February 28, 2003 *;_;* true *;_;* 2003-02-01 *;_;*  *;_;* 2003-02-01 *;_;* Mon, 20 Dec 2010 14:07:59 GMT *;_;* Wed, 05 Jan 2011 13:38:12 GMT *;_;* 2011-01-05 13:38:01
http://www.csdecisions.com/groups-to-senate-say-no-to-increasing-ethanol-in-gas/ *;_;* data/evaluation/daterecognition/webpages/webpage_1295903084674.html *;_;* Jul 28, 2010 *;_;* true *;_;* Jul 28, 2010 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Mon, 24 Jan 2011 21:04:35 GMT *;_;* Mon, 24 Jan 2011 21:04:46 GMT *;_;* 2011-01-24 21:04:44
http://academic.udayton.edu/health/syllabi/health/Unit03/lesson20d.htm *;_;* data/evaluation/daterecognition/webpages/webpage_1292927967005.html *;_;* September 2001 *;_;* true *;_;* 2009-11-08 *;_;* true *;_;* 2009-08-11 *;_;*  *;_;*  *;_;* Wed, 12 Aug 2009 01:01:36 GMT *;_;* Tue, 21 Dec 2010 10:40:30 GMT *;_;* 2010-12-21 10:39:27
http://omaha.com/article/20100125/NEWS97/100129730 *;_;* data/evaluation/daterecognition/webpages/webpage_1294149787465.html *;_;* January 25, 2010 *;_;* true *;_;* January 25, 2010 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Tue, 04 Jan 2011 14:03:13 GMT *;_;* Tue, 04 Jan 2011 14:03:14 GMT *;_;* 2011-01-04 14:03:07
http://www.uss-saint-paul-ca73.com/The%20Fighting%20Saint.htm *;_;* data/evaluation/daterecognition/webpages/webpage_1295903037060.html *;_;* 12/12/08 *;_;* true *;_;* 06/14/10 *;_;* true *;_;* 2010-06-14 *;_;*  *;_;* 2010-06-14 *;_;* Mon, 14 Jun 2010 18:13:09 GMT *;_;* Mon, 24 Jan 2011 21:03:54 GMT *;_;* 2011-01-24 21:03:57
http://ayutomoe.blogspot.com/ *;_;* data/evaluation/daterecognition/webpages/webpage_1295902671147.html *;_;* January 06, 2011 *;_;* true *;_;* January 17, 2011 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Sat, 22 Jan 2011 19:25:20 GMT *;_;* Mon, 24 Jan 2011 20:57:52 GMT *;_;* 2011-01-24 20:57:51
http://causeofdeathbook.blogspot.com/ *;_;* data/evaluation/daterecognition/webpages/webpage_1295902960591.html *;_;* June 21, 2009 *;_;* true *;_;* July 29, 2009 *;_;* true *;_;* 2009-07-29 *;_;*  *;_;* 2009-07-29 *;_;* Sun, 26 Sep 2010 13:57:08 GMT *;_;* Mon, 24 Jan 2011 21:02:42 GMT *;_;* 2011-01-24 21:02:40
http://www.marketskeptics.com/2009/12/2010-food-crisis-for-dummies.html *;_;* data/evaluation/daterecognition/webpages/webpage_1294149751660.html *;_;* December 17, 2009 *;_;* true *;_;* November 15, 2010 6:41 AM *;_;* true *;_;* 2009-12-17 *;_;*  *;_;*  *;_;* Tue, 04 Jan 2011 10:17:19 GMT *;_;* Tue, 04 Jan 2011 14:02:39 GMT *;_;* 2011-01-04 14:02:31
http://www.military.com/NewsContent/0%2C13319%2C111130%2C00.html *;_;* data/evaluation/daterecognition/webpages/webpage_1295902253044.html *;_;* 2006-08-24 *;_;* true *;_;* 2006-08-24 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Fri, 21 Jan 2011 00:49:56 GMT *;_;* Mon, 24 Jan 2011 20:42:00 GMT *;_;* 2011-01-24 20:50:53
http://www.grassrootstv.org/programs_producers/jerry_bovino_show.html *;_;* data/evaluation/daterecognition/webpages/webpage_1292927396442.html *;_;*  *;_;* false *;_;* 11 Nov 2010 22:07:59 GMT *;_;* false *;_;*  *;_;*  *;_;*  *;_;* Thu, 11 Nov 2010 22:07:59 GMT *;_;* Tue, 21 Dec 2010 10:30:08 GMT *;_;* 2010-12-21 10:29:56
http://www.images.ca/Focus/focuson2.htm *;_;* data/evaluation/daterecognition/webpages/webpage_1292927882513.html *;_;*  *;_;* false *;_;* 03 Feb 2010 22:25:49 GMT *;_;* false *;_;*  *;_;*  *;_;*  *;_;* Wed, 03 Feb 2010 22:25:49 GMT *;_;* Tue, 21 Dec 2010 10:38:06 GMT *;_;* 2010-12-21 10:38:02
http://us.labs.reuters.com/resources/archive/us/20090908.html *;_;* data/evaluation/daterecognition/webpages/webpage_1295902648799.html *;_;* 08 Sep, 2009 *;_;* true *;_;* 08 Sep, 2009 *;_;* true *;_;*  *;_;*  *;_;*  *;_;* Fri, 04 Dec 2009 05:53:21 GMT *;_;* Mon, 24 Jan 2011 20:57:30 GMT *;_;* 2011-01-24 20:57:28
http://www.teachingvirtues.net/Israelspeech.html *;_;* data/evaluation/daterecognition/webpages/webpage_1292927091332.html *;_;* 23 May 2001 21:00:15 GMT *;_;* false *;_;* May 29, 2001 *;_;* false *;_;*  *;_;*  *;_;*  *;_;* Wed, 23 May 2001 21:00:15 GMT *;_;* Tue, 21 Dec 2010 10:24:58 GMT *;_;* 2010-12-21 10:24:51
